Name,Artist,Genre,Subgenre,Energy
Præg På Kortet,DON x LEE x BARBER,rap,hip hop,0.71
Ludo,Xabski,rap,hip hop,0.62
Ghettostjerne (feat. ZK),NODE,rap,hip hop,0.66
OCD (with Dwn2earth),Logic,rap,hip hop,0.76
Fun Up Here (feat. Logic),Mike Posner,rap,hip hop,0.413
Isis,Joyner Lucas,rap,hip hop,0.837
Confessions of a Dangerous Mind,Logic,rap,hip hop,0.756
Homicide (feat. Eminem),Logic,rap,hip hop,0.759
Wannabe,Logic,rap,hip hop,0.828
clickbait,Logic,rap,hip hop,0.708
Mama/Show Love (feat. YBN Cordae),Logic,rap,hip hop,0.823
Out Of Sight,Logic,rap,hip hop,0.918
Pardon My Ego,Logic,rap,hip hop,0.954
COMMANDO (feat. G-Eazy),Logic,rap,hip hop,0.486
Icy (feat. Gucci Mane),Logic,rap,hip hop,0.522
Still Ballin (feat. Wiz Khalifa),Logic,rap,hip hop,0.677
Cocaine,Logic,rap,hip hop,0.808
Limitless,Logic,rap,hip hop,0.776
Keanu Reeves,Logic,rap,hip hop,0.891
Don't Be Afraid To Be Different (feat. Will Smith),Logic,rap,hip hop,0.791
BOBBY (feat. My Dad),Logic,rap,hip hop,0.873
Lost In Translation,Logic,rap,hip hop,0.791
Can I Kick It,Logic,rap,hip hop,0.774
Ballin,Logic,rap,hip hop,0.854
Till The End,Logic,rap,hip hop,0.726
1-800-273-8255,Logic,rap,hip hop,0.574
Everybody Dies,Logic,rap,hip hop,0.922
The Return,Logic,rap,hip hop,0.958
100 Miles and Running (ft. Wale & John Lindahl),Logic,rap,hip hop,0.929
ICONIC (ft. Jaden Smith),Logic,rap,hip hop,0.777
One Day (ft. Ryan Tedder),Logic,rap,hip hop,0.871
Ordinary Day (ft. Hailee Steinfeld),Logic,rap,hip hop,0.894
Black SpiderMan,Logic,rap,hip hop,0.867
Overnight,Logic,rap,hip hop,0.745
Pray,Sam Smith,rap,hip hop,0.448
Midnight,Logic,rap,hip hop,0.607
Contra,Logic,rap,hip hop,0.823
BoomTrap Protocol,Logic,rap,hip hop,0.532
Indica Badu,Logic,rap,hip hop,0.72
Yuck,Logic,rap,hip hop,0.798
Flexicution,Logic,rap,hip hop,0.713
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,rap,hip hop,0.786
Gang Related,Logic,rap,hip hop,0.856
44 Bars,Logic,rap,hip hop,0.628
Buried Alive,Logic,rap,hip hop,0.826
Take It Back,Logic,rap,hip hop,0.84
Super Mario World,Logic,rap,hip hop,0.662
Lord Willin',Logic,rap,hip hop,0.85
Soul Food,Logic,rap,hip hop,0.869
Like Woah,Logic,rap,hip hop,0.907
Hallelujah,Logic,rap,hip hop,0.596
Young Jesus,Logic,rap,hip hop,0.903
Driving Ms Daisy,Logic,rap,hip hop,0.826
I Am The Greatest,Logic,rap,hip hop,0.815
Killing Spree,Logic,rap,hip hop,0.77
Wrist,Logic,rap,hip hop,0.685
City Of Stars,Logic,rap,hip hop,0.868
Nikki,Logic,rap,hip hop,0.74
Slave II,Logic,rap,hip hop,0.508
Fade Away,Logic,rap,hip hop,0.787
"All of Me (feat. Logic, ROZES)",Big Gigantic,rap,hip hop,0.877
The Jam,Logic,rap,hip hop,0.589
Never Been,Logic,rap,hip hop,0.781
Run It,Logic,rap,hip hop,0.815
Stainless,Logic,rap,hip hop,0.891
Closing My Eyes,Alrahim Wright III,rap,hip hop,0.226
All In My Feelings,OYABUN,rap,hip hop,0.431
Chicago,Cookin Soul,rap,hip hop,0.448
Smokeloud,Millennium Jazz Music,rap,hip hop,0.314
Mental Fallout,Jorge Milliano,rap,hip hop,0.338
Vent,o k h o,rap,hip hop,0.518
Smokey Hue,TyLuv.,rap,hip hop,0.441
Hard Times,Young L3x,rap,hip hop,0.546
Aisle Thots,Skipp Whitman,rap,hip hop,0.595
92 Baby,W3alth,rap,hip hop,0.501
Ueno,Nathan Kawanishi,rap,hip hop,0.827
I Don't Love You Anymore,Sarcastic Sounds,rap,hip hop,0.309
"impossible weight (feat. yoh, rou and jessie shire)",four lore,rap,hip hop,0.722
Cloudy Day,the.lazyb,rap,hip hop,0.529
One More Hit,Weedthief,rap,hip hop,0.461
Money on Your Mind,Lucian,rap,hip hop,0.441
Meditation,Beat Dealer,rap,hip hop,0.505
Loungin' II,Epifania,rap,hip hop,0.31
Out All Night,Ray Ben Rue,rap,hip hop,0.551
NIGHT OWL,Psymun,rap,hip hop,0.786
Troublous,Zambonini,rap,hip hop,0.602
There It Is,Ol' Burger Beats,rap,hip hop,0.235
Childish Dreams,Misc.Inc,rap,hip hop,0.152
The Real Deal,Hydrogenii,rap,hip hop,0.652
Caffeine,Epifania,rap,hip hop,0.501
nights,damaa.beats,rap,hip hop,0.492
Japan Stuff,Beaumont,rap,hip hop,0.446
Doin' It,Deauxnuts,rap,hip hop,0.325
Wherewithal,Bokki,rap,hip hop,0.265
Solo for so Long,It's Philip Marlon,rap,hip hop,0.255
MidStation,the.lazyb,rap,hip hop,0.403
Echo Park,Dontcry,rap,hip hop,0.505
That's Just Me,Ameba,rap,hip hop,0.307
Temple,SwuM,rap,hip hop,0.739
Deep Sleep,DLJ,rap,hip hop,0.253
.suede,junyii.,rap,hip hop,0.116
Infrarot,Phil Dee,rap,hip hop,0.432
leaf,illiterate,rap,hip hop,0.204
Bummer,[ocean jams],rap,hip hop,0.394
Koenji,Huey Daze,rap,hip hop,0.209
Sneakers,Monma,rap,hip hop,0.307
cold nights,itssvd,rap,hip hop,0.155
Sandalwood,J. Roosevelt,rap,hip hop,0.349
Pixelated Memories,Pandrezz,rap,hip hop,0.312
Burberry,Minthaze,rap,hip hop,0.591
Saké,Chalky,rap,hip hop,0.711
Wonders of the Unknown,Behind Clouds,rap,hip hop,0.512
No Lies,Psalm Trees,rap,hip hop,0.316
Withu,Blvk,rap,hip hop,0.219
A Trip to Tokyo,Linearwave,rap,hip hop,0.543
What a Day,Goldenninjah,rap,hip hop,0.186
Promises,evän,rap,hip hop,0.319
The Ceremony,Bertholet,rap,hip hop,0.232
Sunday Afternoon,Oatmello,rap,hip hop,0.267
Hard'em,the.lazyb,rap,hip hop,0.622
Peace and Quiet,Laffey,rap,hip hop,0.627
what you doin',Masked Man,rap,hip hop,0.137
Loungin',Epifania,rap,hip hop,0.473
Very,Bertholet,rap,hip hop,0.229
Marvy,Nokiaa,rap,hip hop,0.256
Let Me Luv U,TiMT,rap,hip hop,0.204
In the Rain,Huez,rap,hip hop,0.292
Dreams,Bluedoom,rap,hip hop,0.266
Fondue,Dweeb,rap,hip hop,0.32
Delight,Dontcry,rap,hip hop,0.257
as time goes by,Kuranes,rap,hip hop,0.388
Window Seat,Chris Anderson,rap,hip hop,0.563
Opiat,IOM,rap,hip hop,0.273
sanya,luvwn,rap,hip hop,0.358
fortune cookie,B0nds,rap,hip hop,0.778
Ladybug,Slumberville,rap,hip hop,0.144
Dusty Snare,damaa.beats,rap,hip hop,0.239
ocean.dance.,Fushou.,rap,hip hop,0.398
Is This It?,Red the Chef,rap,hip hop,0.124
Longing,Axian,rap,hip hop,0.594
rains,sagun,rap,hip hop,0.368
Arrivals,Moo Latte,rap,hip hop,0.262
no heart,Sleepy Bear,rap,hip hop,0.49
Long Ago,Wun Two,rap,hip hop,0.149
Days.,Green Assassin Dollar,rap,hip hop,0.712
Vibes & Sh*t,Waahiid,rap,hip hop,0.333
Spare Me,Es-K,rap,hip hop,0.435
Nobody's Heart,Sergeant Jay,rap,hip hop,0.259
Fujiyama Lights,Mujo,rap,hip hop,0.164
Have You Met James?,Casiio,rap,hip hop,0.455
Nobody.knows,Brenky,rap,hip hop,0.13
Nebula,Soundspretty,rap,hip hop,0.546
solace,Xfruge,rap,hip hop,0.316
Whiskey,VIK,rap,hip hop,0.296
Arms Of Mine,CPRCRN,rap,hip hop,0.263
entheogen,Nohidea,rap,hip hop,0.428
Stay Late,the.lazyb,rap,hip hop,0.0713
All Souled Out,MFakka,rap,hip hop,0.389
Dutches,Clap Cotton,rap,hip hop,0.397
Moonsign,Lungfulls,rap,hip hop,0.827
santorini,David Chief,rap,hip hop,0.217
Sands,goosetaf,rap,hip hop,0.843
Ladbroke Grove,AJ Tracey,rap,hip hop,0.839
Project Dreams,Marshmello,rap,hip hop,0.831
SWISH,Tyga,rap,hip hop,0.541
Again,Jaden,rap,hip hop,0.577
London,AJ x Deno,rap,hip hop,0.651
Sounds Of The Skeng,Stormzy,rap,hip hop,0.805
Thiago Silva,Dave,rap,hip hop,0.673
Barking,Ramz,rap,hip hop,0.465
Both,Headie One,rap,hip hop,0.674
What Do You Mean?,Skepta,rap,hip hop,0.521
Bang,G-Eazy,rap,hip hop,0.606
WCF,Hil Holla,rap,hip hop,0.485
Dippin' From The Cops,Aystar,rap,hip hop,0.671
Don't Rush (feat. Headie One),Young T & Bugsey,rap,hip hop,0.461
Greaze Mode,Skepta,rap,hip hop,0.72
Funky Friday,Dave,rap,hip hop,0.535
Bezerk (feat. A$AP Ferg),Big Sean,rap,hip hop,0.687
Never Lack,Splurgeboys,rap,hip hop,0.654
Forever,Tory Lanez,rap,hip hop,0.776
Never Lie (feat. Moneybagg Yo),Wiz Khalifa,rap,hip hop,0.72
Gangsta,Smiler,rap,hip hop,0.459
Still Disappointed,Stormzy,rap,hip hop,0.674
Buss Down (feat. ZieZie),Aitch,rap,hip hop,0.779
West Side,The Game,rap,hip hop,0.65
MAYDAY (feat. Sheck Wes & Young Thug),CHASE B,rap,hip hop,0.726
Floor Seats,A$AP Ferg,rap,hip hop,0.735
RUN,Kardinal Offishall,rap,hip hop,0.87
Stripper Bowl,Migos,rap,hip hop,0.782
Act a Fool,Rick Ross,rap,hip hop,0.803
DIZZY,KAS,rap,hip hop,0.547
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,rap,hip hop,0.676
Undefeated (feat. Lil Keed),Future,rap,hip hop,0.561
BIG TYME,Rick Ross,rap,hip hop,0.682
10 Bands,Joyner Lucas,rap,hip hop,0.839
Yard,Toddla T,rap,hip hop,0.735
Wigs (feat. City Girls & ANTHA),A$AP Ferg,rap,hip hop,0.827
100 Shooters (feat. Meek Mill),Future,rap,hip hop,0.675
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",Diamond D,rap,hip hop,0.613
4AM,Ocean Wisdom,rap,hip hop,0.712
Pop Boy (feat. Aitch),Stormzy,rap,hip hop,0.815
"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",Wiley,rap,hip hop,0.663
Cat Pack,AJ Tracey,rap,hip hop,0.645
Ban Drill,Krept & Konan,rap,hip hop,0.743
Daddy (feat. Rich The Kid),Blueface,rap,hip hop,0.598
Go Arder,B Mus,rap,hip hop,0.867
Good News,Mac Miller,rap,hip hop,0.32
NO HALO,BROCKHAMPTON,rap,hip hop,0.573
Backyard,Kota the Friend,rap,hip hop,0.646
Hair Down (feat. Kendrick Lamar),SiR,rap,hip hop,0.509
Georgia,Kevin Abstract,rap,hip hop,0.522
Crush,Duckwrth,rap,hip hop,0.479
IF YOU PRAY RIGHT,BROCKHAMPTON,rap,hip hop,0.516
Sorry Not Sorry,Like,rap,hip hop,0.644
2012,Joey Purp,rap,hip hop,0.427
Song 32,Noname,rap,hip hop,0.479
Bad Idea (feat. Chance the Rapper),YBN Cordae,rap,hip hop,0.502
BOY BYE,BROCKHAMPTON,rap,hip hop,0.747
BLUE,Zaia,rap,hip hop,0.807
shorty (pt.3),Deem Spencer,rap,hip hop,0.38
W.Y.G.D.T.N.S. (feat. ScHoolboy Q),The Alchemist,rap,hip hop,0.468
Silent Prayer,YL,rap,hip hop,0.717
SUGAR,BROCKHAMPTON,rap,hip hop,0.538
Carefree,Mick Jenkins,rap,hip hop,0.457
What a Life,MFnMelo,rap,hip hop,0.408
I Was Sad Last Night I'm OK Now,tobi lou,rap,hip hop,0.637
Berlin,Kota the Friend,rap,hip hop,0.828
Million Man March,Tuamie,rap,hip hop,0.956
TITLE TRACK,Lee Scott,rap,hip hop,0.46
Beige,TOBi,rap,hip hop,0.54
Only Child,Tierra Whack,rap,hip hop,0.365
Away From,Caleborate,rap,hip hop,0.453
Routine,Medhane,rap,hip hop,0.904
I BEEN BORN AGAIN,BROCKHAMPTON,rap,hip hop,0.636
Run It Up,King Carter,rap,hip hop,0.761
Compound,Trellion,rap,hip hop,0.196
I Like That,The Last Skeptik,rap,hip hop,0.645
Angel,Loyle Carner,rap,hip hop,0.601
ANGST II,MESSIAH!,rap,hip hop,0.614
Flow Seats,MFnMelo,rap,hip hop,0.474
Trina,Smino,rap,hip hop,0.485
You Make Me Wanna (Kill),The Last Skeptik,rap,hip hop,0.835
Family and Loyalty,Gang Starr,rap,hip hop,0.768
Willpower,MAVI,rap,hip hop,0.749
Hell Bound - Ad 01,Vince Staples,rap,hip hop,0.721
GOD'S WITH ME,MIKE,rap,hip hop,0.69
Elixir,Wiki,rap,hip hop,0.593
Easter Sunday,Zelooperz,rap,hip hop,0.723
Häagen Dazs,Ghetto Sage,rap,hip hop,0.537
Sheet Music - Episode 02,Vince Staples,rap,hip hop,0.646
Prayers,MIKE,rap,hip hop,0.848
Eggs,Wiki,rap,hip hop,0.641
Song 31,Noname,rap,hip hop,0.527
High Rises,CHIKA,rap,hip hop,0.566
Dancer,Cero Ismael,rap,hip hop,0.664
Kein Wort,Juju,rap,hip hop,0.607
Big Drip,Ufo361,rap,hip hop,0.537
COLT,Samra,rap,hip hop,0.53
Vor der Tür,Gzuz,rap,hip hop,0.726
Nur zur Info,Ufo361,rap,hip hop,0.365
Maschine,The Cratez,rap,hip hop,0.794
CASINO ROYAL,Kianush,rap,hip hop,0.68
6AM.........,Dardan,rap,hip hop,0.518
KEIN SCHLAF,Nimo,rap,hip hop,0.715
Ich hol dich ab,Jamule,rap,hip hop,0.494
Skifahren,The Cratez,rap,hip hop,0.705
Alien,RIN,rap,hip hop,0.601
Nur ein Dieb,Veysel,rap,hip hop,0.639
Es geht voran,RAF Camora,rap,hip hop,0.816
PHANTOM,reezy,rap,hip hop,0.533
STAR,Nimo,rap,hip hop,0.802
Benzo,Elias,rap,hip hop,0.7
Honda Civic,The Cratez,rap,hip hop,0.782
Swish,Summer Cem,rap,hip hop,0.715
Fratello,Ghetto Phénomène,rap,hip hop,0.662
Roller,Apache 207,rap,hip hop,0.758
Unnormal,RAF Camora,rap,hip hop,0.73
Mit Dir,Loredana,rap,hip hop,0.526
95 BPM,Samra,rap,hip hop,0.869
KARMA,Nimo,rap,hip hop,0.634
Der Bratan bleibt der gleiche,Capital Bra,rap,hip hop,0.704
Himmel grau,The Cratez,rap,hip hop,0.619
Puta Madre,RAF Camora,rap,hip hop,0.784
Jayjo,Undacava,rap,hip hop,0.599
Schmeckt (feat. LX),Hemso,rap,hip hop,0.661
Noch n Schluck (feat. Maxwell),Estikay,rap,hip hop,0.587
Was ist das?,Megaloh,rap,hip hop,0.719
Désolé,Fero47,rap,hip hop,0.675
Seele,Azet,rap,hip hop,0.524
MONEYHONEYDRIP,Jamule,rap,hip hop,0.519
Gang Gang,Miami Yacine,rap,hip hop,0.736
Doch in der Nacht,Apache 207,rap,hip hop,0.832
STREIT MIT DEM MOND,Kianush,rap,hip hop,0.717
"Para, Money, E's",JIGGO,rap,hip hop,0.598
Puls steigt,Capo,rap,hip hop,0.604
1000 Hits,Jamule,rap,hip hop,0.624
Alessandra Ambrosio,Miami Yacine,rap,hip hop,0.81
Hauseingang,Pashanim,rap,hip hop,0.396
Tiffany,Shindy,rap,hip hop,0.631
Habiba Prima,Kurdo,rap,hip hop,0.719
GTA,Standart Skill,rap,hip hop,0.635
Weste Weiß,EREN CAN,rap,hip hop,0.733
Zirkus,badmómzjay,rap,hip hop,0.517
Ich pass auf,BRADO,rap,hip hop,0.517
Luft,Lucio101,rap,hip hop,0.799
Dhakka,Sidhu Moose Wala,rap,hip hop,0.715
8 Parche,Baani Sandhu,rap,hip hop,0.862
Kabza,Dilpreet Dhillon,rap,hip hop,0.745
Same Beef,Bohemia,rap,hip hop,0.854
Pyar Bolda,Jassa Dhillon,rap,hip hop,0.598
Aukaat,Jassie Gill,rap,hip hop,0.524
Red Light,Deep Jandu,rap,hip hop,0.758
So High,Sidhu Moose Wala,rap,hip hop,0.763
Chandigarh,Dilpreet Dhillon,rap,hip hop,0.742
B-Town (feat. Sunny Malton),Sidhu Moose Wala,rap,hip hop,0.861
Millionaire,A Kay,rap,hip hop,0.749
Don't Look,Karan Aujla,rap,hip hop,0.896
Time Chakda,Kambi,rap,hip hop,0.751
The King,Amrit Maan,rap,hip hop,0.906
Nagni,Jasmine Sandlas,rap,hip hop,0.675
Khatarnaak,Gippy Grewal,rap,hip hop,0.699
Khaas Bande,Gagan Kokri,rap,hip hop,0.771
Decision,Jorge Gill,rap,hip hop,0.792
2am,Karan Aujla,rap,hip hop,0.678
Dawood,Sidhu Moose Wala,rap,hip hop,0.834
Hint,Karan Aujla,rap,hip hop,0.581
Forget About It,Sidhu Moose Wala,rap,hip hop,0.881
Gedi,Kulbir Jhinjer,rap,hip hop,0.709
Pagol,Deep Jandu,rap,hip hop,0.498
Boss,Jass Manak,rap,hip hop,0.806
Gangland,Mankirt Aulakh,rap,hip hop,0.913
Ink,Karan Aujla,rap,hip hop,0.662
Sameblood,Gopi Waraich,rap,hip hop,0.757
BootCut,Prem Dhillon,rap,hip hop,0.735
Difference,Amrit Maan,rap,hip hop,0.764
Rim Car De,Mani Sandhu,rap,hip hop,0.789
Lootera,R. Nait,rap,hip hop,0.67
Trend,Sidhu Moose Wala,rap,hip hop,0.725
Bombay to Punjab,Deep Jandu,rap,hip hop,0.739
Hisaab,Karan Aujlaa,rap,hip hop,0.754
Famous,Sidhu Moose Wala,rap,hip hop,0.607
Defaulter,R. Nait,rap,hip hop,0.846
Waake,Gurnam Bhullar,rap,hip hop,0.686
Wakhra Swag (feat. Badshah),Navv Inder,rap,hip hop,0.641
Outlaw,Sidhu Moose Wala,rap,hip hop,0.672
Illegal Weapon,Garry Sandhu,rap,hip hop,0.666
Supply,Gurjas Sidhu,rap,hip hop,0.693
Death Route,Sidhu Moose Wala,rap,hip hop,0.633
Hommies,Ninja,rap,hip hop,0.779
Mafia Style,Sidhu Moose Wala,rap,hip hop,0.799
Affair,Baani Sandhu,rap,hip hop,0.765
East Side Flow,Sidhu Moose Wala,rap,hip hop,0.867
Facts,Karan Aujla,rap,hip hop,0.76
Poison,Sidhu Moose Wala,rap,hip hop,0.774
"Dollar - From ""Dakuaan Da Munda""",Sidhu Moose Wala,rap,hip hop,0.829
Badfella,Sidhu Moose Wala,rap,hip hop,0.844
Big Scene,Diljit Dosanjh,rap,hip hop,0.69
Tochan,Sidhu Moose Wala,rap,hip hop,0.716
"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri)",Dr Zeus,rap,hip hop,0.879
Guerrilla War,Amrit Maan,rap,hip hop,0.861
"Aczino: Bzrp Freestyle Sessions, Vol. 8",Bizarrap,rap,hip hop,0.84
Burbujas de Cristal,Cartel De Santa,rap,hip hop,0.751
La Paleta (feat. C-Kan),MC Davo,rap,hip hop,0.788
Mi Vicio,Santa Fe Klan,rap,hip hop,0.73
Lo Nuestro Se Murió,Gera MX,rap,hip hop,0.387
"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,rap,hip hop,0.884
Cúcara Mácara,DAAZ,rap,hip hop,0.739
Ven Ven,Toser One,rap,hip hop,0.676
La Magia,Sabino,rap,hip hop,0.799
Bien Puesto,Gera MX,rap,hip hop,0.711
Mujer,MC Davo,rap,hip hop,0.529
Infiel,Santa Fe Klan,rap,hip hop,0.581
La Vida Me Hizo Cabron,C-Kan,rap,hip hop,0.889
Me Gusta lo Malo,Under Side 821,rap,hip hop,0.839
Si Preguntan por Mí,Rich Vagos,rap,hip hop,0.641
Ganga,Lefty Sm,rap,hip hop,0.499
Huracán,Gera MX,rap,hip hop,0.577
Chambea,Toser One,rap,hip hop,0.785
La Última Cena,Charles Ans,rap,hip hop,0.669
Santa Maria,C-Kan,rap,hip hop,0.499
Todo Está Bien,Wk,rap,hip hop,0.485
Chapala Style,Zimple,rap,hip hop,0.624
Carne,Santa RM,rap,hip hop,0.463
Tengo Un Problema,MC Davo,rap,hip hop,0.594
La Marcha De Los Tristes,Lng Sht,rap,hip hop,0.764
Hagamos las Paces,Neto Peña,rap,hip hop,0.678
De Donde Vengo,West Gold,rap,hip hop,0.564
Calavera,Chato 473,rap,hip hop,0.803
Invierno,Faruz Feet,rap,hip hop,0.891
No Te Quiero Perder,Sabino,rap,hip hop,0.771
Fekka,Zoop One,rap,hip hop,0.658
Flight 0001,Flyboiz,rap,hip hop,0.427
Problemas Usuales,Proof,rap,hip hop,0.623
Espejo,Bipo Montana,rap,hip hop,0.455
Dame un Poco Más,Wk,rap,hip hop,0.733
Canela,Nanpa Básico,rap,hip hop,0.468
Odio el Drama,Remik Gonzalez,rap,hip hop,0.505
Botas y Texana,La Plebada,rap,hip hop,0.688
El Chivo (feat. T3r Elemento),Berner,rap,hip hop,0.828
Si Me Quieren Matar,Delaossa,rap,hip hop,0.801
Verano del 2006,Charles Ans,rap,hip hop,0.631
No Quiero Dejar Esto,Yoss Bones,rap,hip hop,0.799
Solo Fluyo,Neto Reyno,rap,hip hop,0.74
Hiphopa,Anexo Leiruk,rap,hip hop,0.798
Su Cotorreo,Derian,rap,hip hop,0.704
Caja De Madera,Lng Sht,rap,hip hop,0.523
Weekend,West Gold,rap,hip hop,0.503
Semillas,La Banda Baston,rap,hip hop,0.826
Por Tu Calle y en la Radio,Danny Brasco,rap,hip hop,0.877
Generé,Bipo Montana,rap,hip hop,0.565
"Tú, Mi Amiga y Yo También",Ali Masare,rap,hip hop,0.567
No Me Venga a Decír,Neztor mvl,rap,hip hop,0.569
Loqueando,Coko Yamasaki,rap,hip hop,0.71
Me Recuerdas,Yoss Bones,rap,hip hop,0.711
Malandro,TREN LOKOTE,rap,hip hop,0.962
One Millon,Geassassin,rap,hip hop,0.614
Pinteros,El Pinche Mara,rap,hip hop,0.545
Huesos Secos,Fermin IV,rap,hip hop,0.555
Mujer Fría,Chato 473,rap,hip hop,0.46
Rap & Roll,Teeam Revolver,rap,hip hop,0.871
Suena,Akwid,rap,hip hop,0.735
"A Ver, a Ver",Remik Gonzalez,rap,hip hop,0.665
Malditos,TREN LOKOTE,rap,hip hop,0.87
Mira Quien Llegó,Danntik,rap,hip hop,0.606
Soy Como Soy,Smoky,rap,hip hop,0.481
Westside,Young Joshua,rap,hip hop,0.65
Rey Ticuz,Don Kalavera,rap,hip hop,0.732
Mvp,Letra J,rap,hip hop,0.602
Volare,Alexis Chaires,rap,hip hop,0.598
Cadillac on 22's,David Banner,rap,southern hip hop,0.537
85/Billy Dee Interlude,Youngbloodz,rap,southern hip hop,0.6
Hustler Musik,Lil Wayne,rap,southern hip hop,0.746
Int'l Players Anthem (I Choose You) (feat. OutKast),UGK,rap,southern hip hop,0.681
Hay,Crucial Conflict,rap,southern hip hop,0.733
Virginia,Clipse,rap,southern hip hop,0.878
Phat Rabbit,Ludacris,rap,southern hip hop,0.818
SpottieOttieDopaliscious,OutKast,rap,southern hip hop,0.656
Deliverance,Bubba Sparxxx,rap,southern hip hop,0.814
Like A Pimp,David Banner,rap,southern hip hop,0.858
Rubber Band Man - Explicit + Buster Skit,T.I.,rap,southern hip hop,0.768
You Ain't Know,Birdman,rap,southern hip hop,0.623
"Shut Up (feat. Duece Poppito of 24 Karatz, Trina, & Co of Tre +)",Trick Daddy,rap,southern hip hop,0.733
"Stay Fly (feat. Young Buck, Eightball & MJG) - Explicit Album Version",Three 6 Mafia,rap,southern hip hop,0.864
What You Know,T.I.,rap,southern hip hop,0.815
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,rap,southern hip hop,0.582
Shorty Wanna Ride,Young Buck,rap,southern hip hop,0.621
Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,rap,southern hip hop,0.861
Grindin',Clipse,rap,southern hip hop,0.77
Go DJ,Lil Wayne,rap,southern hip hop,0.792
Bring Em Out,T.I.,rap,southern hip hop,0.891
Take It to da House,Trick Daddy,rap,southern hip hop,0.781
Awnaw - All Hooks up Version,Nappy Roots,rap,southern hip hop,0.678
"Money, Hoes & Power (feat. Jermaine Dupri)",UGK,rap,southern hip hop,0.837
B.O.B.,OutKast,rap,southern hip hop,0.978
Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,rap,southern hip hop,0.795
I'm a Thug,Trick Daddy,rap,southern hip hop,0.562
What's Your Fantasy (Featuring Shawna),Ludacris,rap,southern hip hop,0.79
I Luv It,Jeezy,rap,southern hip hop,0.765
Get Buck,Young Buck,rap,southern hip hop,0.667
Over Here Hustlin',Birdman,rap,southern hip hop,0.848
This Is The Carter,Lil Wayne,rap,southern hip hop,0.854
Blowin' Trees (+ Napdonalds Skit),Nappy Roots,rap,southern hip hop,0.698
Badd,Mike Jones,rap,southern hip hop,0.697
Nowhere,Bubba Sparxxx,rap,southern hip hop,0.723
"So Fresh, So Clean",OutKast,rap,southern hip hop,0.64
Raise Up,Petey Pablo,rap,southern hip hop,0.844
My Chick Bad,Ludacris,rap,southern hip hop,0.723
Ride Wit Me,T.I.,rap,southern hip hop,0.6
Game Over,Lil' Flip,rap,southern hip hop,0.59
Best Rapper Alive,Lil Wayne,rap,southern hip hop,0.879
Back Then,Mike Jones,rap,southern hip hop,0.736
Nappy Roots Day,Nappy Roots,rap,southern hip hop,0.793
Hootnanny,Bubba Sparxxx,rap,southern hip hop,0.73
Receipt,Lil Wayne,rap,southern hip hop,0.888
ATLiens,OutKast,rap,southern hip hop,0.734
Let's Get Away - Revised Edited /Old Hook,T.I.,rap,southern hip hop,0.812
One More Drink (co-starring T-Pain),Ludacris,rap,southern hip hop,0.773
Country Boyz,Nappy Roots,rap,southern hip hop,0.889
Bowtie (feat. Sleepy Brown & Jazze Pha),OutKast,rap,southern hip hop,0.888
Get Your Roll On,Big Tymers,rap,southern hip hop,0.812
Po' Folks (feat. Anthony Hamilton),Nappy Roots,rap,southern hip hop,0.847
How Low,Ludacris,rap,southern hip hop,0.498
Splash Waterfalls,Ludacris,rap,southern hip hop,0.846
Rosa Parks,OutKast,rap,southern hip hop,0.701
Area Codes,Ludacris,rap,southern hip hop,0.687
Ho,Ludacris,rap,southern hip hop,0.68
Jimmy Mathis,Bubba Sparxxx,rap,southern hip hop,0.79
Why You Wanna,T.I.,rap,southern hip hop,0.772
Go Getta,Jeezy,rap,southern hip hop,0.74
I Do,Jeezy,rap,southern hip hop,0.815
Sunshine - Re-Recorded,Lil' Flip,rap,southern hip hop,0.432
Sunny Day,Big Tymers,rap,southern hip hop,0.679
Tha Block Is Hot,Lil Wayne,rap,southern hip hop,0.941
Shooter,Lil Wayne,rap,southern hip hop,0.66
Mrs. Officer,Lil Wayne,rap,southern hip hop,0.553
Let The Beat Build,Lil Wayne,rap,southern hip hop,0.527
Roses,OutKast,rap,southern hip hop,0.708
Ms. Jackson,OutKast,rap,southern hip hop,0.805
Spaghetti Junction,OutKast,rap,southern hip hop,0.697
Humble Mumble (with Erykah Badu),OutKast,rap,southern hip hop,0.923
Skew It on the Bar-B,OutKast,rap,southern hip hop,0.815
Aquemini,OutKast,rap,southern hip hop,0.661
Elevators (Me & You),OutKast,rap,southern hip hop,0.586
Myintrotoletuknow,OutKast,rap,southern hip hop,0.673
Southernplayalisticadillacmuzik,OutKast,rap,southern hip hop,0.834
Funky Ride,OutKast,rap,southern hip hop,0.584
Crumblin' Erb,OutKast,rap,southern hip hop,0.593
Lines,Big Boi,rap,southern hip hop,0.652
